ID;__type;MARSTD;SEX;MARST;AGE;RELATE;RELATED;parentId;parent__type;HHTYPE;NMOTHERS;NFATHERS;count_parent_children;count_children
 ; ;"100";"2";"1";"7";"3";"3100";"untyped_1341"; ;"4";"1";"0";3;0
 ; ;"200";"1";"2";"47";"1";"1000";"untyped_887"; ;"3";"1";"1";3;0
 ; ;"200";"1";"2";"80";"2";"2000";"untyped_174"; ;"6";"2";"1";5;0
 ; ;"200";"1";"2";"50";"1";"1000";"untyped_1422"; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"0";"3";"3100";"untyped_1452"; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"11";"3";"3100";"untyped_1989"; ;"10";"3";"2";11;0
 ; ;"200";"1";"2";"54";"1";"1000";"untyped_1804"; ;"1";"0";"0";1;0
 ; ;"350";"1";"3";"54";"1";"1000";"untyped_497"; ;"1";"0";"0";1;0
 ; ;"200";"1";"2";"37";"1";"1000";"untyped_1757"; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"33";"2";"2000";"untyped_1177"; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"21";"6";"6000";"untyped_2336"; ;"10";"0";"0";3;0
 ; ;"100";"2";"1";"48";"3";"3100";"untyped_1059"; ;"4";"0";"1";2;0
 ; ;"200";"2";"2";"48";"1";"1000";"untyped_150"; ;"4";"1";"0";3;0
 ; ;"100";"2";"1";"6";"3";"3100";"untyped_1180"; ;"4";"1";"0";3;0
 ; ;"200";"2";"2";"35";"2";"2000";"untyped_2330"; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"32";"3";"3100";"untyped_2232"; ;"4";"1";"0";2;0
 ; ;"200";"1";"2";"37";"1";"1000";"untyped_1768"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"50";"1";"1000";"untyped_801"; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"3";"4";"4100";"untyped_506"; ;"10";"3";"1";6;0
 ; ;"200";"2";"2";"39";"2";"2000";"untyped_925"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"47";"6";"6000";"untyped_828"; ;"10";"2";"2";6;0
 ; ;"400";"2";"4";"52";"3";"3100";"untyped_745"; ;"6";"2";"0";3;0
 ; ;"100";"2";"1";"19";"3";"3100";"untyped_364"; ;"4";"1";"0";2;0
 ; ;"200";"1";"2";"41";"6";"6000";"untyped_1890"; ;"10";"2";"2";5;0
 ; ;"200";"1";"2";"33";"3";"3100";"untyped_2446"; ;"10";"2";"2";5;0
 ; ;"100";"1";"1";"39";"6";"6000";"untyped_2091"; ;"10";"1";"0";4;0
 ; ;"100";"1";"1";"13";"6";"6000";"untyped_2074"; ;"10";"0";"0";3;0
 ; ;"100";"1";"1";"18";"6";"6000";"untyped_391"; ;"10";"0";"0";2;0
 ; ;"200";"2";"2";"36";"2";"2000";"untyped_1861"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"26";"6";"6000";"untyped_325"; ;"10";"1";"1";6;0
 ; ;"200";"1";"2";"36";"3";"3100";"untyped_177"; ;"10";"2";"2";6;0
 ; ;"100";"1";"1";"10";"3";"3100";"untyped_1713"; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"28";"3";"3100";"untyped_458"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"47";"6";"6000";"untyped_357"; ;"10";"1";"2";5;0
 ; ;"100";"2";"1";"19";"6";"6000";"untyped_1791"; ;"10";"0";"0";2;0
 ; ;"200";"2";"2";"61";"2";"2000";"untyped_303"; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"20";"3";"3100";"untyped_2275"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"46";"2";"2000";"untyped_281"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"39";"1";"1000";"untyped_2416"; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"15";"3";"3100";"untyped_3"; ;"4";"1";"0";2;0
 ; ;"200";"1";"2";"49";"1";"1000";"untyped_850"; ;"4";"0";"1";3;0
 ; ;"100";"2";"1";"19";"3";"3100";"untyped_362"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"34";"6";"6000";"untyped_322"; ;"10";"1";"1";6;0
 ; ;"400";"2";"4";"69";"1";"1000";"untyped_984"; ;"4";"1";"0";3;0
 ; ;"100";"2";"1";"19";"6";"6000";"untyped_2499"; ;"10";"1";"1";5;0
 ; ;"200";"1";"2";"46";"1";"1000";"untyped_1188"; ;"2";"0";"0";2;0
 ; ;"200";"1";"2";"34";"2";"2000";"untyped_1249"; ;"3";"1";"1";3;0
 ; ;"350";"1";"3";"58";"1";"1000";"untyped_1904"; ;"4";"0";"1";2;0
 ; ;"100";"2";"1";"16";"3";"3100";"untyped_2447"; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"1";"3";"3100";"untyped_1417"; ;"6";"2";"1";4;0
 ; ;"200";"2";"2";"56";"2";"2000";"untyped_356"; ;"10";"2";"2";6;0
 ; ;"100";"1";"1";"0";"4";"4100";"untyped_904"; ;"10";"2";"2";6;0
 ; ;"200";"1";"2";"31";"6";"6000";"untyped_1068"; ;"10";"1";"2";6;0
 ; ;"200";"1";"2";"50";"1";"1000";"untyped_2125"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"46";"2";"2000";"untyped_888"; ;"10";"1";"1";4;0
 ; ;"100";"1";"1";"18";"3";"3100";"untyped_1350"; ;"4";"1";"0";3;0
 ; ;"100";"2";"1";"3";"3";"3100";"untyped_2057"; ;"4";"1";"0";3;0
 ; ;"100";"1";"1";"24";"6";"6000";"untyped_1440"; ;"10";"0";"0";3;0
 ; ;"200";"1";"2";"47";"3";"3100";"untyped_198"; ;"10";"1";"2";5;0
 ; ;"200";"2";"2";"27";"3";"3100";"untyped_1940"; ;"10";"3";"0";7;0
 ; ;"200";"1";"2";"66";"2";"2000";"untyped_1316"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"51";"2";"2000";"untyped_1502"; ;"10";"2";"2";6;0
 ; ;"200";"1";"2";"45";"1";"1000";"untyped_513"; ;"3";"1";"1";3;0
 ; ;"100";"2";"1";"5";"3";"3100";"untyped_1361"; ;"3";"1";"1";4;0
 ; ;"400";"2";"4";"26";"6";"6000";"untyped_1430"; ;"10";"1";"0";5;0
 ; ;"200";"2";"2";"48";"1";"1000";"untyped_1834"; ;"4";"1";"0";3;0
 ; ;"100";"1";"1";"13";"3";"3100";"untyped_1758"; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"28";"3";"3100";"untyped_1969"; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"2";"3";"3100";"untyped_170"; ;"3";"1";"1";5;0
 ; ;"100";"2";"1";"18";"6";"6000";"untyped_338"; ;"10";"1";"1";5;0
 ; ;"200";"2";"2";"28";"2";"2000";"untyped_1368"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"59";"1";"1000";"untyped_2428"; ;"10";"1";"1";6;0
 ; ;"400";"2";"4";"32";"6";"6000";"untyped_1211"; ;"10";"2";"2";9;0
 ; ;"200";"2";"2";"56";"2";"2000";"untyped_348"; ;"2";"0";"0";2;0
 ; ;"100";"2";"1";"16";"4";"4100";"untyped_2208"; ;"6";"0";"0";3;0
 ; ;"200";"1";"2";"29";"3";"3100";"untyped_1659"; ;"10";"2";"2";6;0
 ; ;"100";"1";"1";"20";"3";"3100";"untyped_954"; ;"4";"0";"1";3;0
 ; ;"200";"2";"2";"26";"2";"2000";"untyped_1907"; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"46";"2";"2000";"untyped_1403"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"40";"3";"3100";"untyped_1446"; ;"10";"2";"1";4;0
 ; ;"100";"1";"1";"21";"3";"3100";"untyped_1596"; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"4";"3";"3100";"untyped_698"; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"9";"4";"4100";"untyped_975"; ;"10";"2";"1";7;0
 ; ;"200";"2";"2";"45";"1";"1000";"untyped_290"; ;"10";"1";"1";5;0
 ; ;"100";"1";"1";"7";"3";"3100";"untyped_2094"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"34";"1";"1000";"untyped_951"; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"7";"3";"3100";"untyped_1141"; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"17";"6";"6000";"untyped_1113"; ;"10";"0";"0";2;0
 ; ;"200";"2";"2";"51";"1";"1000";"untyped_1380"; ;"3";"1";"1";4;0
 ; ;"350";"2";"3";"45";"1";"1000";"untyped_633"; ;"4";"1";"0";2;0
 ; ;"100";"2";"1";"41";"3";"3100";"untyped_441"; ;"4";"1";"0";2;0
 ; ;"200";"2";"2";"38";"6";"6000";"untyped_1505"; ;"10";"1";"1";4;0
 ; ;"200";"1";"2";"54";"1";"1000";"untyped_2311"; ;"3";"1";"1";3;0
 ; ;"100";"2";"1";"18";"6";"6000";"untyped_53"; ;"10";"1";"1";4;0
 ; ;"200";"1";"2";"56";"1";"1000";"untyped_2378"; ;"6";"1";"1";3;0
 ; ;"100";"1";"1";"16";"3";"3100";"untyped_1074"; ;"10";"1";"1";5;0
 ; ;"200";"1";"2";"49";"1";"1000";"untyped_572"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"50";"1";"1000";"untyped_1933"; ;"4";"1";"0";3;0
 ; ;"200";"2";"2";"52";"2";"2000";"untyped_2423"; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"5";"4";"4100";"untyped_1413"; ;"10";"2";"1";7;0
 ; ;"200";"2";"2";"36";"6";"6000";"untyped_1210"; ;"10";"2";"1";6;0
 ; ;"100";"1";"1";"27";"3";"3100";"untyped_2437"; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"12";"6";"6000";"untyped_2305"; ;"10";"0";"0";2;0
 ; ;"200";"2";"2";"25";"2";"2000";"untyped_407"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"40";"2";"2000";"untyped_1477"; ;"10";"1";"1";5;0
 ; ;"200";"2";"2";"38";"2";"2000";"untyped_2118"; ;"10";"1";"1";5;0
 ; ;"400";"2";"4";"57";"1";"1000";"untyped_1381"; ;"4";"1";"0";2;0
 ; ;"100";"2";"1";"4";"4";"4100";"untyped_457"; ;"10";"2";"2";6;0
 ; ;"100";"2";"1";"1";"4";"4100";"untyped_486"; ;"10";"2";"1";5;0
 ; ;"200";"1";"2";"64";"1";"1000";"untyped_53"; ;"10";"1";"1";4;0
 ; ;"100";"1";"1";"5";"1";"1000";"untyped_1737"; ;"10";"0";"0";2;0
 ; ;"100";"1";"1";"18";"6";"6000";"untyped_1540"; ;"10";"0";"0";2;0
 ; ;"200";"2";"2";"22";"2";"2000";"untyped_1039"; ;"2";"0";"0";2;0
 ; ;"200";"1";"2";"66";"1";"1000";"untyped_1051"; ;"10";"2";"2";6;0
 ; ;"200";"1";"2";"56";"2";"2000";"untyped_1380"; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"9";"3";"3100";"untyped_1133"; ;"10";"1";"2";6;0
 ; ;"100";"2";"1";"66";"1";"1000";"untyped_95"; ;"1";"0";"0";1;0
 ; ;"100";"1";"1";"28";"3";"3100";"untyped_156"; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"61";"2";"2000";"untyped_156"; ;"3";"1";"1";3;0
 ; ;"200";"1";"2";"38";"1";"1000";"untyped_133"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"41";"2";"2000";"untyped_1439"; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"8";"3";"3100";"untyped_111"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"53";"2";"2000";"untyped_1786"; ;"10";"1";"1";5;0
 ; ;"200";"2";"2";"31";"6";"6000";"untyped_2239"; ;"10";"2";"2";6;0
 ; ;"100";"1";"1";"0";"3";"3100";"untyped_1119"; ;"4";"1";"0";5;0
 ; ;"100";"2";"1";"10";"4";"4100";"untyped_440"; ;"6";"2";"1";6;0
 ; ;"100";"1";"1";"15";"3";"3100";"untyped_909"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"27";"3";"3100";"untyped_2390"; ;"10";"2";"1";6;0
 ; ;"400";"2";"4";"56";"1";"1000";"untyped_920"; ;"6";"2";"0";5;0
 ; ;"100";"2";"1";"8";"3";"3100";"untyped_1642"; ;"6";"2";"1";5;0
 ; ;"100";"1";"1";"11";"3";"3100";"untyped_2492"; ;"3";"1";"1";3;0
 ; ;"200";"1";"2";"39";"1";"1000";"untyped_1694"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"39";"1";"1000";"untyped_1840"; ;"3";"1";"1";3;0
 ; ;"100";"2";"1";"47";"6";"6000";"untyped_410"; ;"10";"0";"1";4;0
 ; ;"200";"1";"2";"30";"3";"3100";"untyped_1510"; ;"10";"2";"2";5;0
 ; ;"100";"2";"1";"21";"3";"3100";"untyped_474"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"49";"1";"1000";"untyped_1106"; ;"10";"1";"1";5;0
 ; ;"200";"1";"2";"52";"3";"3100";"untyped_862"; ;"10";"2";"1";5;0
 ; ;"100";"2";"1";"51";"3";"3100";"untyped_544"; ;"10";"2";"1";8;0
 ; ;"200";"2";"2";"51";"2";"2000";"untyped_727"; ;"10";"2";"2";6;0
 ; ;"200";"1";"2";"52";"2";"2000";"untyped_241"; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"8";"3";"3100";"untyped_2110"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"25";"3";"3100";"untyped_1"; ;"10";"2";"3";7;0
 ; ;"200";"1";"2";"49";"1";"1000";"untyped_749"; ;"3";"1";"1";4;0
 ; ;"400";"2";"4";"63";"1";"1000";"untyped_2385"; ;"6";"2";"0";3;0
 ; ;"200";"2";"2";"38";"2";"2000";"untyped_396"; ;"3";"1";"1";3;0
 ; ;"400";"2";"4";"66";"1";"1000";"untyped_460"; ;"10";"2";"1";5;0
 ; ;"100";"2";"1";"15";"3";"3100";"untyped_1245"; ;"4";"1";"0";2;0
 ; ;"100";"2";"1";"5";"3";"3100";"untyped_509"; ;"4";"1";"0";2;0
 ; ;"200";"2";"2";"58";"1";"1000";"untyped_1967"; ;"4";"1";"0";2;0
 ; ;"200";"2";"2";"69";"1";"1000";"untyped_776"; ;"2";"0";"0";2;0
 ; ;"200";"2";"2";"50";"1";"1000";"untyped_1056"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"23";"2";"2000";"untyped_2055"; ;"10";"0";"0";3;0
 ; ;"100";"2";"1";"46";"1";"1000";"untyped_1972"; ;"10";"0";"0";2;0
 ; ;"200";"2";"2";"68";"1";"1000";"untyped_2185"; ;"2";"0";"0";2;0
 ; ;"100";"2";"1";"10";"3";"3100";"untyped_2326"; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"16";"3";"3100";"untyped_1079"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"26";"6";"6000";"untyped_322"; ;"10";"1";"1";6;0
 ; ;"350";"2";"3";"48";"6";"6000";"untyped_1169"; ;"10";"1";"0";4;0
 ; ;"200";"1";"2";"51";"2";"2000";"untyped_1517"; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"2";"3";"3100";"untyped_1643"; ;"3";"1";"1";4;0
 ; ;"400";"2";"4";"70";"1";"1000";"untyped_2470"; ;"10";"2";"1";6;0
 ; ;"100";"1";"1";"3";"4";"4100";"untyped_626"; ;"10";"2";"2";9;0
 ; ;"100";"2";"1";"14";"3";"3100";"untyped_943"; ;"3";"1";"1";3;0
 ; ;"200";"1";"2";"69";"2";"2000";"untyped_2489"; ;"10";"0";"0";4;0
 ; ;"100";"2";"1";"18";"3";"3100";"untyped_415"; ;"10";"2";"2";8;0
 ; ;"100";"2";"1";"14";"3";"3100";"untyped_882"; ;"3";"1";"1";4;0
 ; ;"400";"2";"4";"74";"1";"1000";"untyped_2434"; ;"10";"2";"1";6;0
 ; ;"100";"1";"1";"24";"3";"3100";"untyped_1436"; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"0";"4";"4100";"untyped_1102"; ;"10";"2";"2";6;0
 ; ;"200";"1";"2";"37";"3";"3100";"untyped_490"; ;"10";"3";"3";8;0
 ; ;"200";"2";"2";"45";"2";"2000";"untyped_841"; ;"10";"1";"1";6;0
 ; ;"400";"2";"4";"45";"6";"6000";"untyped_1454"; ;"10";"1";"1";6;0
 ; ;"200";"1";"2";"36";"1";"1000";"untyped_1570"; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"20";"6";"6000";"untyped_235"; ;"10";"0";"1";4;0
 ; ;"200";"2";"2";"61";"1";"1000";"untyped_136"; ;"3";"1";"1";3;0
 ; ;"400";"2";"4";"83";"4";"4200";"untyped_2319"; ;"6";"3";"1";6;0
 ; ;"100";"1";"1";"12";"4";"4100";"untyped_76"; ;"10";"3";"3";9;0
 ; ;"200";"2";"2";"24";"3";"3100";"untyped_1702"; ;"6";"2";"1";5;0
 ; ;"100";"2";"1";"0";"3";"3100";"untyped_1774"; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"31";"2";"2000";"untyped_2243"; ;"10";"1";"1";5;0
 ; ;"100";"1";"1";"21";"6";"6000";"untyped_2154"; ;"10";"0";"0";3;0
 ; ;"100";"1";"1";"12";"4";"4100";"untyped_450"; ;"10";"3";"1";9;0
 ; ;"100";"1";"1";"15";"3";"3100";"untyped_2422"; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"52";"1";"1000";"untyped_2296"; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"37";"1";"1000";"untyped_199"; ;"1";"0";"0";1;0
 ; ;"100";"1";"1";"22";"3";"3100";"untyped_1601"; ;"6";"1";"1";3;0
 ; ;"200";"2";"2";"56";"2";"2000";"untyped_2306"; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"32";"3";"3100";"untyped_870"; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"49";"2";"2000";"untyped_1385"; ;"2";"0";"0";2;0
 ; ;"100";"1";"1";"5";"4";"4100";"untyped_762"; ;"10";"2";"2";6;0
 ; ;"200";"2";"2";"31";"6";"6000";"untyped_1503"; ;"10";"3";"3";8;0
 ; ;"200";"1";"2";"41";"3";"3100";"untyped_2147"; ;"4";"1";"0";3;0
 ; ;"200";"1";"2";"30";"1";"1000";"untyped_795"; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"10";"3";"3100";"untyped_1155"; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"1";"4";"4100";"untyped_400"; ;"10";"2";"2";6;0
 ; ;"100";"2";"1";"5";"6";"6000";"untyped_2466"; ;"10";"3";"2";8;0
 ; ;"200";"1";"2";"61";"1";"1000";"untyped_1848"; ;"2";"0";"0";2;0
 ; ;"100";"1";"1";"2";"3";"3100";"untyped_1676"; ;"10";"1";"1";5;0
 ; ;"200";"2";"2";"45";"2";"2000";"untyped_846"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"37";"1";"1000";"untyped_184"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"27";"3";"3100";"untyped_1675"; ;"10";"2";"2";7;0
 ; ;"400";"2";"4";"66";"1";"1000";"untyped_1410"; ;"10";"2";"1";5;0
 ; ;"200";"1";"2";"28";"3";"3100";"untyped_2427"; ;"10";"2";"2";5;0
 ; ;"100";"2";"1";"14";"3";"3100";"untyped_1989"; ;"10";"3";"2";11;0
 ; ;"200";"2";"2";"26";"2";"2000";"untyped_1725"; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"12";"3";"3100";"untyped_1170"; ;"3";"1";"1";5;0
 ; ;"400";"2";"4";"64";"1";"1000";"untyped_2271"; ;"4";"1";"0";2;0
 ; ;"200";"1";"2";"35";"3";"3100";"untyped_322"; ;"10";"1";"1";6;0
 ; ;"100";"2";"1";"3";"3";"3100";"untyped_1757"; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"15";"3";"3100";"untyped_563"; ;"3";"1";"1";4;0
 ; ;"350";"2";"3";"27";"1";"1000";"untyped_979"; ;"4";"1";"0";2;0
 ; ;"200";"1";"2";"38";"3";"3100";"untyped_1860"; ;"6";"2";"0";6;0
 ; ;"200";"2";"2";"47";"6";"6000";"untyped_562"; ;"10";"0";"0";5;0
 ; ;"100";"2";"1";"8";"3";"3100";"untyped_1792"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"41";"1";"1000";"untyped_560"; ;"4";"1";"0";3;0
 ; ;"100";"2";"1";"4";"3";"3100";"untyped_2465"; ;"3";"1";"1";4;0
 ; ;"400";"2";"4";"84";"4";"4200";"untyped_1542"; ;"6";"2";"1";5;0
 ; ;"200";"1";"2";"60";"1";"1000";"untyped_1772"; ;"10";"2";"2";8;0
 ; ;"200";"1";"2";"48";"2";"2000";"untyped_2296"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"50";"1";"1000";"untyped_706"; ;"10";"1";"2";7;0
 ; ;"100";"2";"1";"24";"3";"3100";"untyped_1316"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"45";"1";"1000";"untyped_931"; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"39";"2";"2000";"untyped_2075"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"48";"1";"1000";"untyped_1037"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"72";"6";"6000";"untyped_1801"; ;"10";"0";"0";3;0
 ; ;"200";"2";"2";"28";"3";"3100";"untyped_621"; ;"4";"1";"0";2;0
 ; ;"100";"2";"1";"21";"3";"3100";"untyped_632"; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"0";"3";"3100";"untyped_747"; ;"4";"1";"0";2;0
 ; ;"200";"2";"2";"65";"1";"1000";"untyped_1402"; ;"10";"0";"0";3;0
 ; ;"100";"1";"1";"26";"4";"4100";"untyped_1495"; ;"10";"1";"2";5;0
 ; ;"200";"2";"2";"79";"4";"4200";"untyped_47"; ;"10";"2";"1";6;0
 ; ;"200";"2";"2";"38";"2";"2000";"untyped_17"; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"2";"4";"4100";"untyped_92"; ;"10";"2";"1";5;0
 ; ;"200";"1";"2";"65";"1";"1000";"untyped_398"; ;"6";"2";"1";6;0
 ; ;"100";"1";"1";"18";"3";"3100";"untyped_1457"; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"17";"6";"6000";"untyped_1233"; ;"10";"1";"1";5;0
 ; ;"200";"2";"2";"27";"2";"2000";"untyped_1208"; ;"3";"1";"1";3;0
 ; ;"200";"1";"2";"44";"2";"2000";"untyped_1723"; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"20";"3";"3100";"untyped_1680"; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"11";"3";"3100";"untyped_679"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"62";"2";"2000";"untyped_1494"; ;"2";"0";"0";2;0
 ; ;"100";"2";"1";"11";"3";"3100";"untyped_512"; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"2";"4";"4100";"untyped_739"; ;"10";"2";"1";5;0
 ; ;"100";"2";"1";"18";"6";"6000";"untyped_1287"; ;"10";"1";"2";6;0
 ; ;"350";"2";"3";"72";"6";"6000";"untyped_1477"; ;"10";"1";"1";5;0
 ; ;"100";"2";"1";"17";"3";"3100";"untyped_950"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"29";"3";"3100";"untyped_331"; ;"6";"2";"0";3;0
 ; ;"200";"2";"2";"41";"2";"2000";"untyped_1887"; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"2";"4";"4100";"untyped_2007"; ;"10";"3";"0";7;0
 ; ;"200";"2";"2";"62";"2";"2000";"untyped_1962"; ;"3";"1";"1";3;0
 ; ;"200";"1";"2";"52";"1";"1000";"untyped_275"; ;"3";"1";"1";3;0
 ; ;"200";"1";"2";"23";"3";"3100";"untyped_1800"; ;"10";"1";"1";5;0
 ; ;"200";"2";"2";"27";"6";"6000";"untyped_510"; ;"10";"2";"1";5;0
 ; ;"100";"1";"1";"27";"1";"1000";"untyped_1571"; ;"10";"0";"0";3;0
 ; ;"200";"2";"2";"37";"2";"2000";"untyped_2031"; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"17";"3";"3100";"untyped_2257"; ;"6";"0";"1";4;0
 ; ;"100";"2";"1";"3";"3";"3100";"untyped_1086"; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"76";"2";"2000";"untyped_464"; ;"6";"1";"2";5;0
 ; ;"200";"2";"2";"37";"1";"1000";"untyped_2155"; ;"4";"1";"0";3;0
 ; ;"200";"1";"2";"57";"1";"1000";"untyped_531"; ;"10";"2";"2";5;0
 ; ;"200";"2";"2";"59";"6";"6000";"untyped_2487"; ;"10";"1";"1";5;0
 ; ;"200";"2";"2";"33";"2";"2000";"untyped_2050"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"52";"1";"1000";"untyped_902"; ;"6";"2";"1";4;0
 ; ;"200";"2";"2";"28";"3";"3100";"untyped_135"; ;"6";"2";"0";3;0
 ; ;"100";"2";"1";"8";"3";"3100";"untyped_1884"; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"14";"3";"3100";"untyped_2133"; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"32";"3";"3100";"untyped_547"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"62";"2";"2000";"untyped_13"; ;"10";"2";"2";5;0
 ; ;"100";"2";"1";"3";"4";"4100";"untyped_1582"; ;"10";"2";"1";5;0
 ; ;"200";"1";"2";"30";"3";"3100";"untyped_1331"; ;"10";"2";"2";6;0
 ; ;"100";"2";"1";"19";"4";"4100";"untyped_233"; ;"10";"2";"1";6;0
 ; ;"200";"1";"2";"34";"2";"2000";"untyped_1053"; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"4";"3";"3100";"untyped_1642"; ;"6";"2";"1";5;0
 ; ;"100";"1";"1";"2";"4";"4100";"untyped_1628"; ;"6";"3";"1";8;0
 ; ;"200";"1";"2";"38";"3";"3100";"untyped_2470"; ;"10";"2";"1";6;0
 ; ;"200";"1";"2";"55";"2";"2000";"untyped_693"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"65";"2";"2000";"untyped_167"; ;"10";"1";"1";4;0
 ; ;"200";"1";"2";"41";"3";"3100";"untyped_1152"; ;"4";"1";"0";3;0
 ; ;"100";"2";"1";"23";"6";"6000";"untyped_1310"; ;"10";"1";"1";5;0
 ; ;"200";"2";"2";"23";"6";"6000";"untyped_1718"; ;"10";"2";"2";9;0
 ; ;"200";"1";"2";"43";"1";"1000";"untyped_2066"; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"20";"3";"3100";"untyped_418"; ;"3";"1";"1";6;0
 ; ;"200";"2";"2";"38";"2";"2000";"untyped_613"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"49";"1";"1000";"untyped_2476"; ;"10";"1";"1";5;0
 ; ;"200";"1";"2";"76";"1";"1000";"untyped_2493"; ;"2";"0";"0";2;0
 ; ;"200";"2";"2";"55";"2";"2000";"untyped_1772"; ;"10";"2";"2";8;0
 ; ;"400";"2";"4";"71";"1";"1000";"untyped_989"; ;"6";"2";"0";4;0
 ; ;"200";"2";"2";"36";"2";"2000";"untyped_2360"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"30";"1";"1000";"untyped_1014"; ;"2";"0";"0";2;0
 ; ;"100";"2";"1";"19";"3";"3100";"untyped_1356"; ;"4";"1";"0";3;0
 ; ;"100";"2";"1";"5";"4";"4100";"untyped_592"; ;"6";"2";"1";4;0
