ID;__type;MARSTD;SEX;MARST;AGE;RELATE;RELATED;parentId;parent__type;HHTYPE;NMOTHERS;NFATHERS;count_parent_children;count_children
 ; ;"100";"2";"1";"20";"3";"3100";untyped_2274; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"40";"3";"3100";untyped_554; ;"6";"2";"0";5;0
 ; ;"100";"1";"1";"20";"6";"6000";untyped_631; ;"10";"0";"0";2;0
 ; ;"100";"2";"1";"10";"4";"4100";untyped_1727; ;"10";"2";"2";6;0
 ; ;"100";"1";"1";"21";"6";"6000";untyped_112; ;"10";"1";"1";5;0
 ; ;"100";"1";"1";"24";"1";"1000";untyped_1616; ;"1";"0";"0";1;0
 ; ;"400";"2";"4";"83";"6";"6000";untyped_2695; ;"10";"1";"1";5;0
 ; ;"100";"2";"1";"16";"3";"3100";untyped_146; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"22";"3";"3100";untyped_2101; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"35";"6";"6000";untyped_2467; ;"10";"1";"2";4;0
 ; ;"200";"2";"2";"52";"1";"1000";untyped_2347; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"38";"2";"2000";untyped_2088; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"38";"6";"6000";untyped_861; ;"10";"2";"2";6;0
 ; ;"200";"2";"2";"35";"2";"2000";untyped_1020; ;"2";"0";"0";2;0
 ; ;"100";"1";"1";"8";"3";"3100";untyped_2308; ;"3";"1";"1";3;0
 ; ;"400";"1";"4";"76";"4";"4200";untyped_1729; ;"6";"0";"1";3;0
 ; ;"200";"2";"2";"52";"1";"1000";untyped_907; ;"10";"2";"2";6;0
 ; ;"100";"1";"1";"9";"4";"4100";untyped_227; ;"10";"2";"2";6;0
 ; ;"200";"2";"2";"36";"6";"6000";untyped_948; ;"10";"1";"2";5;0
 ; ;"100";"2";"1";"12";"3";"3100";untyped_689; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"3";"4";"4100";untyped_1808; ;"6";"2";"0";3;0
 ; ;"200";"2";"2";"26";"6";"6000";untyped_1401; ;"10";"2";"2";5;0
 ; ;"200";"1";"2";"37";"2";"2000";untyped_2542; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"11";"3";"3100";untyped_2549; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"2";"3";"3100";untyped_34; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"36";"2";"2000";untyped_99; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"26";"3";"3100";untyped_107; ;"10";"2";"2";5;0
 ; ;"100";"2";"1";"60";"1";"1000";untyped_1214; ;"1";"0";"0";1;0
 ; ;"200";"2";"2";"30";"6";"6000";untyped_688; ;"10";"2";"1";4;0
 ; ;"400";"2";"4";"45";"6";"6000";untyped_1133; ;"10";"1";"1";6;0
 ; ;"200";"1";"2";"30";"3";"3100";untyped_531; ;"10";"2";"2";5;0
 ; ;"100";"2";"1";"12";"4";"4100";untyped_2619; ;"10";"2";"2";6;0
 ; ;"200";"2";"2";"30";"6";"6000";untyped_929; ;"10";"2";"1";4;0
 ; ;"100";"2";"1";"15";"3";"3100";untyped_2487; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"22";"6";"6000";untyped_2484; ;"10";"0";"0";3;0
 ; ;"100";"2";"1";"44";"6";"6000";untyped_1568; ;"10";"0";"0";2;0
 ; ;"200";"2";"2";"25";"6";"6000";untyped_107; ;"10";"2";"2";5;0
 ; ;"100";"1";"1";"25";"3";"3100";untyped_2131; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"34";"1";"1000";untyped_119; ;"6";"2";"1";5;0
 ; ;"200";"1";"2";"50";"1";"1000";untyped_2479; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"27";"3";"3100";untyped_2721; ;"10";"1";"1";5;0
 ; ;"200";"2";"2";"50";"2";"2000";untyped_471; ;"10";"2";"2";6;0
 ; ;"200";"2";"2";"45";"6";"6000";untyped_1552; ;"10";"2";"1";5;0
 ; ;"100";"2";"1";"1";"4";"4100";untyped_1821; ;"10";"1";"2";4;0
 ; ;"100";"1";"1";"2";"4";"4100";untyped_2125; ;"6";"2";"1";6;0
 ; ;"200";"2";"2";"61";"1";"1000";untyped_2413; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"30";"6";"6000";untyped_1209; ;"10";"2";"1";4;0
 ; ;"200";"1";"2";"54";"1";"1000";untyped_215; ;"3";"1";"1";3;0
 ; ;"100";"2";"1";"4";"3";"3100";untyped_1991; ;"4";"1";"0";3;0
 ; ;"200";"2";"2";"30";"3";"3100";untyped_2209; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"17";"3";"3100";untyped_1862; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"10";"4";"4100";untyped_155; ;"10";"2";"1";4;0
 ; ;"200";"2";"2";"25";"1";"1000";untyped_1018; ;"4";"1";"0";2;0
 ; ;"200";"2";"2";"45";"2";"2000";untyped_1294; ;"10";"1";"1";6;0
 ; ;"100";"2";"1";"8";"3";"3100";untyped_533; ;"6";"2";"1";5;0
 ; ;"100";"1";"1";"46";"3";"3100";untyped_2653; ;"4";"0";"1";2;0
 ; ;"100";"2";"1";"2";"4";"4100";untyped_1068; ;"10";"1";"1";7;0
 ; ;"100";"1";"1";"18";"3";"3100";untyped_1152; ;"3";"1";"1";5;0
 ; ;"200";"2";"2";"49";"1";"1000";untyped_2128; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"50";"2";"2000";untyped_2162; ;"10";"2";"1";6;0
 ; ;"200";"2";"2";"27";"2";"2000";untyped_569; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"36";"6";"6000";untyped_508; ;"10";"2";"1";6;0
 ; ;"200";"1";"2";"41";"1";"1000";untyped_127; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"11";"3";"3100";untyped_1089; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"78";"2";"2000";untyped_2231; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"57";"2";"2000";untyped_52; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"25";"3";"3100";untyped_2518; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"11";"3";"3100";untyped_1151; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"35";"3";"3100";untyped_2092; ;"10";"2";"1";7;0
 ; ;"100";"2";"1";"24";"3";"3100";untyped_2728; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"19";"3";"3100";untyped_1092; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"14";"3";"3100";untyped_622; ;"3";"1";"1";4;0
 ; ;"350";"2";"3";"38";"1";"1000";untyped_377; ;"4";"1";"0";2;0
 ; ;"100";"2";"1";"2";"4";"4100";untyped_2025; ;"10";"2";"3";8;0
 ; ;"200";"2";"2";"50";"2";"2000";untyped_1556; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"51";"1";"1000";untyped_2299; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"57";"2";"2000";untyped_2447; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"6";"3";"3100";untyped_410; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"64";"1";"1000";untyped_2156; ;"2";"0";"0";2;0
 ; ;"200";"1";"2";"52";"1";"1000";untyped_889; ;"10";"1";"1";7;0
 ; ;"200";"1";"2";"51";"1";"1000";untyped_721; ;"6";"1";"1";5;0
 ; ;"100";"1";"1";"6";"3";"3100";untyped_1203; ;"3";"1";"1";3;0
 ; ;"200";"1";"2";"55";"2";"2000";untyped_292; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"41";"3";"3100";untyped_596; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"34";"6";"6000";untyped_69; ;"10";"2";"2";5;0
 ; ;"100";"2";"1";"0";"3";"3100";untyped_1435; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"33";"2";"2000";untyped_430; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"59";"1";"1000";untyped_235; ;"10";"1";"2";9;0
 ; ;"200";"2";"2";"30";"2";"2000";untyped_2342; ;"3";"1";"1";3;0
 ; ;"200";"1";"2";"44";"1";"1000";untyped_1171; ;"3";"1";"1";3;0
 ; ;"100";"2";"1";"13";"3";"3100";untyped_78; ;"4";"1";"0";2;0
 ; ;"100";"1";"1";"18";"3";"3100";untyped_1361; ;"4";"1";"0";3;0
 ; ;"200";"2";"2";"50";"2";"2000";untyped_896; ;"6";"2";"1";6;0
 ; ;"100";"2";"1";"8";"3";"3100";untyped_1955; ;"10";"1";"1";4;0
 ; ;"100";"2";"1";"66";"1";"1000";untyped_373; ;"1";"0";"0";1;0
 ; ;"100";"2";"1";"17";"3";"3100";untyped_1236; ;"6";"0";"1";4;0
 ; ;"200";"2";"2";"36";"2";"2000";untyped_100; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"38";"6";"6000";untyped_43; ;"10";"2";"1";5;0
 ; ;"100";"1";"1";"23";"3";"3100";untyped_615; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"51";"3";"3100";untyped_833; ;"10";"2";"1";5;0
 ; ;"100";"2";"1";"0";"3";"3100";untyped_2598; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"51";"2";"2000";untyped_504; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"21";"3";"3100";untyped_1682; ;"4";"0";"1";2;0
 ; ;"100";"1";"1";"14";"3";"3100";untyped_357; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"34";"1";"1000";untyped_246; ;"10";"0";"0";3;0
 ; ;"200";"2";"2";"60";"1";"1000";untyped_2383; ;"2";"0";"0";2;0
 ; ;"200";"2";"2";"30";"2";"2000";untyped_1930; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"21";"3";"3100";untyped_633; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"46";"2";"2000";untyped_81; ;"3";"1";"1";4;0
 ; ;"350";"2";"3";"28";"3";"3100";untyped_1382; ;"6";"2";"1";4;0
 ; ;"100";"2";"1";"20";"3";"3100";untyped_814; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"66";"2";"2000";untyped_861; ;"10";"2";"2";6;0
 ; ;"100";"1";"1";"8";"3";"3100";untyped_599; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"51";"1";"1000";untyped_1243; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"45";"2";"2000";untyped_2032; ;"3";"1";"1";4;0
 ; ;"400";"2";"4";"57";"1";"1000";untyped_425; ;"4";"1";"0";2;0
 ; ;"200";"1";"2";"48";"3";"3100";untyped_356; ;"10";"2";"1";5;0
 ; ;"200";"2";"2";"30";"3";"3100";untyped_904; ;"6";"2";"1";5;0
 ; ;"100";"2";"1";"20";"3";"3100";untyped_905; ;"4";"0";"1";3;0
 ; ;"200";"1";"2";"33";"2";"2000";untyped_2470; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"0";"4";"4100";untyped_1475; ;"6";"1";"2";4;0
 ; ;"100";"1";"1";"5";"1";"1000";untyped_649; ;"10";"0";"0";2;0
 ; ;"400";"2";"4";"67";"1";"1000";untyped_884; ;"4";"1";"0";3;0
 ; ;"200";"1";"2";"70";"2";"2000";untyped_285; ;"3";"1";"1";3;0
 ; ;"200";"1";"2";"78";"1";"1000";untyped_58; ;"2";"0";"0";2;0
 ; ;"100";"1";"1";"8";"4";"4100";untyped_2467; ;"10";"1";"2";4;0
 ; ;"100";"2";"1";"13";"3";"3100";untyped_1757; ;"3";"1";"1";5;0
 ; ;"100";"1";"1";"45";"6";"6000";untyped_475; ;"10";"1";"1";5;0
 ; ;"200";"1";"2";"51";"1";"1000";untyped_616; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"65";"2";"2000";untyped_1307; ;"3";"1";"1";3;0
 ; ;"100";"2";"1";"14";"3";"3100";untyped_1059; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"34";"1";"1000";untyped_821; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"14";"4";"4100";untyped_2703; ;"10";"2";"1";6;0
 ; ;"200";"1";"2";"56";"1";"1000";untyped_2561; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"6";"3";"3100";untyped_1241; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"27";"6";"6000";untyped_2236; ;"10";"2";"2";7;0
 ; ;"200";"2";"2";"43";"1";"1000";untyped_2076; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"56";"3";"3100";untyped_2481; ;"10";"2";"1";6;0
 ; ;"200";"1";"2";"24";"3";"3100";untyped_1832; ;"10";"2";"2";6;0
 ; ;"100";"1";"1";"10";"3";"3100";untyped_1937; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"34";"2";"2000";untyped_2148; ;"2";"0";"0";2;0
 ; ;"100";"2";"1";"17";"3";"3100";untyped_2376; ;"4";"1";"0";3;0
 ; ;"100";"1";"1";"15";"3";"3100";untyped_2717; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"24";"3";"3100";untyped_487; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"25";"2";"2000";untyped_2595; ;"10";"1";"1";4;0
 ; ;"100";"2";"1";"17";"3";"3100";untyped_2208; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"31";"1";"1000";untyped_109; ;"3";"1";"1";4;0
 ; ;"400";"2";"4";"65";"1";"1000";untyped_1646; ;"10";"2";"1";5;0
 ; ;"100";"1";"1";"14";"3";"3100";untyped_840; ;"4";"1";"0";2;0
 ; ;"200";"2";"2";"37";"2";"2000";untyped_2397; ;"3";"1";"1";3;0
 ; ;"100";"2";"1";"19";"4";"4100";untyped_2709; ;"10";"2";"1";6;0
 ; ;"200";"2";"2";"34";"2";"2000";untyped_1553; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"54";"1";"1000";untyped_587; ;"10";"2";"1";6;0
 ; ;"200";"1";"2";"60";"1";"1000";untyped_98; ;"6";"1";"2";4;0
 ; ;"100";"2";"1";"27";"3";"3100";untyped_1910; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"20";"3";"3100";untyped_215; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"7";"3";"3100";untyped_1298; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"22";"3";"3100";untyped_458; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"15";"3";"3100";untyped_1136; ;"4";"1";"0";5;0
 ; ;"100";"1";"1";"19";"3";"3100";untyped_721; ;"6";"1";"1";5;0
 ; ;"400";"1";"4";"57";"1";"1000";untyped_1033; ;"10";"1";"2";5;0
 ; ;"100";"1";"1";"7";"3";"3100";untyped_703; ;"10";"1";"1";5;0
 ; ;"400";"2";"4";"59";"1";"1000";untyped_440; ;"6";"1";"1";5;0
 ; ;"200";"1";"2";"76";"1";"1000";untyped_539; ;"2";"0";"0";2;0
 ; ;"200";"1";"2";"40";"3";"3100";untyped_2582; ;"10";"2";"2";5;0
 ; ;"100";"2";"1";"20";"3";"3100";untyped_1842; ;"3";"1";"1";6;0
 ; ;"200";"2";"2";"62";"2";"2000";untyped_1892; ;"10";"2";"2";5;0
 ; ;"400";"2";"4";"59";"1";"1000";untyped_1343; ;"6";"1";"1";5;0
 ; ;"100";"1";"1";"8";"4";"4100";untyped_1095; ;"6";"2";"0";3;0
 ; ;"100";"2";"1";"21";"6";"6000";untyped_2513; ;"10";"1";"1";7;0
 ; ;"200";"1";"2";"50";"1";"1000";untyped_902; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"22";"3";"3100";untyped_1556; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"28";"3";"3100";untyped_1332; ;"3";"1";"1";5;0
 ; ;"200";"2";"2";"37";"2";"2000";untyped_157; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"26";"6";"6000";untyped_603; ;"10";"1";"1";6;0
 ; ;"200";"2";"2";"51";"6";"6000";untyped_106; ;"10";"2";"1";5;0
 ; ;"200";"2";"2";"42";"2";"2000";untyped_1792; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"29";"2";"2000";untyped_1038; ;"3";"1";"1";3;0
 ; ;"100";"2";"1";"12";"1";"1000";untyped_670; ;"10";"0";"0";2;0
 ; ;"200";"2";"2";"78";"2";"2000";untyped_1403; ;"2";"0";"0";2;0
 ; ;"200";"2";"2";"64";"2";"2000";untyped_1180; ;"2";"0";"0";2;0
 ; ;"100";"1";"1";"2";"3";"3100";untyped_30; ;"10";"1";"1";6;0
 ; ;"100";"2";"1";"2";"3";"3100";untyped_1753; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"51";"2";"2000";untyped_547; ;"10";"3";"3";8;0
 ; ;"100";"2";"1";"28";"3";"3100";untyped_891; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"32";"3";"3100";untyped_38; ;"6";"2";"1";6;0
 ; ;"200";"2";"2";"35";"2";"2000";untyped_2472; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"28";"3";"3100";untyped_1489; ;"10";"2";"2";9;0
 ; ;"400";"2";"4";"64";"1";"1000";untyped_910; ;"10";"3";"2";8;0
 ; ;"200";"1";"2";"72";"1";"1000";untyped_1679; ;"3";"1";"1";3;0
 ; ;"200";"1";"2";"43";"1";"1000";untyped_2622; ;"10";"1";"1";5;0
 ; ;"200";"1";"2";"32";"1";"1000";untyped_2603; ;"10";"1";"1";4;0
 ; ;"200";"1";"2";"32";"1";"1000";untyped_1392; ;"3";"1";"1";3;0
 ; ;"200";"1";"2";"35";"1";"1000";untyped_828; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"10";"3";"3100";untyped_2360; ;"10";"1";"1";4;0
 ; ;"200";"2";"2";"34";"2";"2000";untyped_2733; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"26";"3";"3100";untyped_1752; ;"3";"1";"1";5;0
 ; ;"200";"2";"2";"50";"2";"2000";untyped_1381; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"6";"4";"4100";untyped_600; ;"10";"3";"3";8;0
 ; ;"200";"1";"2";"47";"1";"1000";untyped_2445; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"52";"3";"3100";untyped_1335; ;"10";"3";"1";8;0
 ; ;"200";"1";"2";"85";"2";"2000";untyped_1193; ;"10";"3";"3";9;0
 ; ;"200";"2";"2";"45";"6";"6000";untyped_859; ;"10";"2";"1";5;0
 ; ;"200";"2";"2";"24";"2";"2000";untyped_796; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"26";"6";"6000";untyped_1640; ;"10";"2";"2";5;0
 ; ;"200";"2";"2";"29";"3";"3100";untyped_1130; ;"10";"2";"1";5;0
 ; ;"200";"2";"2";"33";"4";"4100";untyped_2341; ;"6";"1";"1";5;0
 ; ;"200";"1";"2";"36";"1";"1000";untyped_219; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"26";"3";"3100";untyped_1055; ;"10";"2";"2";9;0
 ; ;"400";"2";"4";"65";"1";"1000";untyped_442; ;"10";"2";"1";6;0
 ; ;"200";"1";"2";"34";"1";"1000";untyped_1782; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"37";"3";"3100";untyped_1609; ;"6";"2";"0";5;0
 ; ;"200";"1";"2";"53";"1";"1000";untyped_2713; ;"10";"1";"1";5;0
 ; ;"200";"1";"2";"70";"2";"2000";untyped_434; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"0";"4";"4100";untyped_1247; ;"6";"2";"1";6;0
 ; ;"200";"2";"2";"62";"1";"1000";untyped_1117; ;"10";"2";"2";5;0
 ; ;"100";"1";"1";"1";"3";"3100";untyped_681; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"31";"1";"1000";untyped_913; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"59";"2";"2000";untyped_2723; ;"2";"0";"0";2;0
 ; ;"200";"2";"2";"33";"3";"3100";untyped_2690; ;"6";"3";"1";6;0
 ; ;"200";"2";"2";"19";"6";"6000";untyped_2291; ;"10";"1";"1";5;0
 ; ;"200";"1";"2";"60";"1";"1000";untyped_1344; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"34";"2";"2000";untyped_1259; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"28";"2";"2000";untyped_1305; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"28";"3";"3100";untyped_1409; ;"10";"2";"2";6;0
 ; ;"200";"1";"2";"48";"1";"1000";untyped_722; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"32";"2";"2000";untyped_821; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"1";"4";"4100";untyped_2052; ;"10";"2";"2";7;0
 ; ;"100";"2";"1";"8";"3";"3100";untyped_2114; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"53";"3";"3100";untyped_1267; ;"10";"2";"1";5;0
 ; ;"100";"2";"1";"11";"3";"3100";untyped_1229; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"2";"3";"3100";untyped_888; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"53";"2";"2000";untyped_2201; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"2";"4";"4100";untyped_531; ;"10";"2";"2";5;0
 ; ;"100";"1";"1";"6";"6";"6000";untyped_2062; ;"10";"0";"0";2;0
 ; ;"100";"2";"1";"8";"4";"4100";untyped_1961; ;"10";"2";"2";6;0
 ; ;"200";"2";"2";"30";"2";"2000";untyped_864; ;"10";"1";"1";5;0
 ; ;"100";"2";"1";"7";"3";"3100";untyped_2137; ;"3";"1";"1";4;0
 ; ;"400";"2";"4";"49";"1";"1000";untyped_662; ;"4";"1";"0";2;0
 ; ;"100";"2";"1";"19";"3";"3100";untyped_687; ;"4";"1";"0";2;0
 ; ;"200";"2";"2";"46";"2";"2000";untyped_198; ;"3";"1";"1";5;0
 ; ;"100";"2";"1";"22";"3";"3100";untyped_1550; ;"4";"1";"0";2;0
 ; ;"400";"2";"4";"68";"4";"4200";untyped_2506; ;"6";"2";"1";5;0
 ; ;"100";"2";"1";"1";"3";"3100";untyped_2086; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"52";"1";"1000";untyped_36; ;"10";"2";"2";6;0
 ; ;"200";"2";"2";"29";"3";"3100";untyped_2320; ;"6";"2";"1";5;0
 ; ;"200";"2";"2";"28";"2";"2000";untyped_1228; ;"3";"1";"1";3;0
 ; ;"100";"2";"1";"15";"3";"3100";untyped_885; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"47";"1";"1000";untyped_638; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"30";"3";"3100";untyped_224; ;"10";"2";"2";5;0
 ; ;"100";"1";"1";"14";"3";"3100";untyped_2137; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"80";"2";"2000";untyped_1723; ;"2";"0";"0";2;0
 ; ;"200";"1";"2";"58";"1";"1000";untyped_1068; ;"10";"1";"1";7;0
 ; ;"200";"2";"2";"35";"2";"2000";untyped_2590; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"38";"1";"1000";untyped_441; ;"3";"1";"1";3;0
 ; ;"100";"2";"1";"27";"3";"3100";untyped_2559; ;"10";"1";"1";6;0
 ; ;"200";"2";"2";"48";"2";"2000";untyped_23; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"46";"2";"2000";untyped_436; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"21";"4";"4100";untyped_2362; ;"10";"2";"2";6;0
 ; ;"200";"1";"2";"58";"2";"2000";untyped_192; ;"3";"1";"1";5;0
 ; ;"200";"1";"2";"56";"2";"2000";untyped_643; ;"10";"2";"2";5;0
 ; ;"100";"2";"1";"10";"3";"3100";untyped_1042; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"49";"3";"3100";untyped_122; ;"10";"2";"1";4;0
 ; ;"200";"2";"2";"35";"1";"1000";untyped_1155; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"30";"6";"6000";untyped_1033; ;"10";"1";"2";5;0
 ; ;"100";"2";"1";"11";"3";"3100";untyped_805; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"53";"2";"2000";untyped_40; ;"10";"2";"2";6;0
 ; ;"200";"2";"2";"47";"2";"2000";untyped_2338; ;"10";"1";"1";5;0
 ; ;"100";"2";"1";"15";"4";"4100";untyped_2373; ;"6";"0";"0";3;0
 ; ;"100";"2";"1";"18";"3";"3100";untyped_1484; ;"6";"1";"1";5;0
 ; ;"200";"2";"2";"24";"3";"3100";untyped_1534; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"29";"6";"6000";untyped_526; ;"10";"1";"1";4;0
 ; ;"200";"1";"2";"46";"2";"2000";untyped_1155; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"33";"6";"6000";untyped_17; ;"10";"2";"2";9;0
 ; ;"200";"1";"2";"48";"2";"2000";untyped_1290; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"62";"1";"1000";untyped_2491; ;"10";"2";"2";6;0
 ; ;"200";"1";"2";"27";"1";"1000";untyped_300; ;"2";"0";"0";2;0
 ; ;"100";"1";"1";"12";"3";"3100";untyped_324; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"20";"6";"6000";untyped_1866; ;"10";"0";"0";2;0
 ; ;"100";"2";"1";"29";"3";"3100";untyped_2663; ;"3";"1";"1";5;0
 ; ;"100";"1";"1";"29";"3";"3100";untyped_2317; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"29";"3";"3100";untyped_2641; ;"10";"1";"1";5;0
 ; ;"100";"1";"1";"15";"3";"3100";untyped_2646; ;"3";"1";"1";3;0
 ; ;"100";"2";"1";"24";"3";"3100";untyped_1949; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"20";"1";"1000";untyped_631; ;"10";"0";"0";2;0
 ; ;"100";"2";"1";"10";"3";"3100";untyped_2022; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"8";"3";"3100";untyped_1544; ;"3";"1";"1";4;0
 ; ;"400";"2";"4";"86";"6";"6000";untyped_1955; ;"10";"1";"1";4;0
 ; ;"100";"2";"1";"0";"3";"3100";untyped_2730; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"18";"3";"3100";untyped_81; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"73";"2";"2000";untyped_1105; ;"10";"3";"3";9;0
 ; ;"200";"2";"2";"40";"1";"1000";untyped_1518; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"87";"2";"2000";untyped_2314; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"0";"4";"4100";untyped_2306; ;"10";"2";"0";5;0
 ; ;"100";"2";"1";"0";"3";"3100";untyped_521; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"34";"2";"2000";untyped_2054; ;"3";"1";"1";4;0
 ; ;"400";"2";"4";"66";"1";"1000";untyped_2475; ;"10";"2";"1";5;0
 ; ;"200";"1";"2";"42";"2";"2000";untyped_382; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"42";"2";"2000";untyped_431; ;"3";"1";"1";3;0
 ; ;"100";"2";"1";"2";"4";"4100";untyped_69; ;"10";"2";"2";5;0
 ; ;"100";"2";"1";"9";"3";"3100";untyped_969; ;"10";"1";"1";6;0
 ; ;"100";"1";"1";"11";"3";"3100";untyped_2542; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"47";"1";"1000";untyped_1541; ;"3";"1";"1";3;0
 ; ;"200";"1";"2";"53";"1";"1000";untyped_1046; ;"3";"1";"1";5;0
 ; ;"200";"2";"2";"30";"6";"6000";untyped_411; ;"10";"1";"2";4;0
