ID;__type;EMPSTAT;INDGEN;SEX;AGE;EMPSTATD;parentId;parent__type;HHTYPE;count_parent_children;count_children
PERNUM_1979;PERNUM;"1";"10";"1";"35";"110";SERIAL_1977;SERIAL;"3";3;0
PERNUM_3279;PERNUM;"3";"0";"1";"81";"390";SERIAL_3275;SERIAL;"10";6;0
PERNUM_2320;PERNUM;"3";"0";"2";"17";"330";SERIAL_2316;SERIAL;"3";4;0
PERNUM_1329;PERNUM;"0";"0";"1";"10";"0";SERIAL_11841;SERIAL;"3";4;0
PERNUM_3266;PERNUM;"1";"30";"1";"24";"110";SERIAL_3265;SERIAL;"3";3;0
PERNUM_303;PERNUM;"0";"0";"1";"13";"0";SERIAL_302;SERIAL;"4";3;0
PERNUM_2821;PERNUM;"1";"50";"2";"39";"110";SERIAL_2820;SERIAL;"3";2;0
PERNUM_3076;PERNUM;"1";"20";"1";"21";"110";SERIAL_3075;SERIAL;"3";3;0
PERNUM_918;PERNUM;"1";"10";"1";"41";"110";SERIAL_915;SERIAL;"3";5;0
PERNUM_2136;PERNUM;"1";"10";"1";"52";"110";SERIAL_2132;SERIAL;"10";6;0
PERNUM_2195;PERNUM;"1";"10";"1";"22";"110";SERIAL_2189;SERIAL;"3";7;0
PERNUM_2209;PERNUM;"1";"10";"1";"45";"110";SERIAL_2203;SERIAL;"10";6;0
PERNUM_1095;PERNUM;"3";"0";"2";"56";"320";SERIAL_1089;SERIAL;"6";6;0
PERNUM_1902;PERNUM;"1";"10";"1";"33";"110";SERIAL_1900;SERIAL;"3";5;0
PERNUM_3088;PERNUM;"1";"10";"2";"45";"110";SERIAL_3087;SERIAL;"2";1;0
PERNUM_1525;PERNUM;"1";"10";"2";"34";"110";SERIAL_1524;SERIAL;"3";3;0
PERNUM_748;PERNUM;"0";"0";"2";"0";"0";SERIAL_746;SERIAL;"3";4;0
PERNUM_2157;PERNUM;"1";"70";"1";"52";"110";SERIAL_2154;SERIAL;"10";4;0
PERNUM_2440;PERNUM;"1";"10";"1";"16";"110";SERIAL_2438;SERIAL;"4";2;0
PERNUM_1821;PERNUM;"1";"112";"2";"26";"110";SERIAL_1818;SERIAL;"10";3;0
PERNUM_3099;PERNUM;"1";"10";"1";"43";"110";SERIAL_3094;SERIAL;"10";6;0
PERNUM_2256;PERNUM;"0";"0";"2";"11";"0";SERIAL_2255;SERIAL;"4";5;0
PERNUM_3360;PERNUM;"1";"10";"2";"43";"110";SERIAL_3359;SERIAL;"6";4;0
PERNUM_1658;PERNUM;"1";"10";"2";"38";"110";SERIAL_1655;SERIAL;"10";9;0
PERNUM_3319;PERNUM;"0";"0";"1";"7";"0";SERIAL_3316;SERIAL;"3";4;0
PERNUM_2167;PERNUM;"1";"10";"2";"51";"110";SERIAL_2165;SERIAL;"2";2;0
PERNUM_2187;PERNUM;"0";"0";"1";"0";"0";SERIAL_2183;SERIAL;"6";5;0
PERNUM_1088;PERNUM;"3";"0";"2";"17";"330";SERIAL_1084;SERIAL;"3";4;0
PERNUM_1216;PERNUM;"3";"0";"2";"79";"390";SERIAL_1214;SERIAL;"2";2;0
PERNUM_3268;PERNUM;"1";"10";"2";"65";"110";SERIAL_3267;SERIAL;"6";4;0
PERNUM_2316;PERNUM;"1";"112";"2";"38";"110";SERIAL_2315;SERIAL;"3";4;0
PERNUM_740;PERNUM;"1";"10";"1";"51";"110";SERIAL_739;SERIAL;"6";5;0
PERNUM_692;PERNUM;"3";"0";"2";"15";"330";SERIAL_690;SERIAL;"10";3;0
PERNUM_1500;PERNUM;"0";"0";"2";"14";"0";SERIAL_1496;SERIAL;"10";6;0
PERNUM_1727;PERNUM;"1";"10";"1";"37";"110";SERIAL_1723;SERIAL;"6";6;0
PERNUM_578;PERNUM;"1";"50";"1";"25";"110";SERIAL_573;SERIAL;"3";5;0
PERNUM_2087;PERNUM;"2";"0";"1";"29";"230";SERIAL_2083;SERIAL;"10";5;0
PERNUM_1353;PERNUM;"0";"0";"2";"6";"0";SERIAL_1349;SERIAL;"4";4;0
PERNUM_1114;PERNUM;"0";"0";"2";"1";"0";SERIAL_1111;SERIAL;"10";6;0
PERNUM_1156;PERNUM;"3";"0";"1";"88";"390";SERIAL_1155;SERIAL;"3";2;0
PERNUM_1436;PERNUM;"0";"0";"2";"0";"0";SERIAL_1434;SERIAL;"10";6;0
PERNUM_1493;PERNUM;"0";"0";"1";"6";"0";SERIAL_1490;SERIAL;"10";5;0
PERNUM_1376;PERNUM;"0";"0";"1";"7";"0";SERIAL_1371;SERIAL;"6";5;0
PERNUM_299;PERNUM;"1";"10";"1";"43";"110";SERIAL_297;SERIAL;"3";4;0
PERNUM_2725;PERNUM;"1";"120";"2";"60";"110";SERIAL_2724;SERIAL;"1";1;0
PERNUM_1466;PERNUM;"1";"10";"2";"42";"110";SERIAL_1462;SERIAL;"10";7;0
PERNUM_205;PERNUM;"3";"0";"2";"15";"330";SERIAL_202;SERIAL;"10";5;0
PERNUM_255;PERNUM;"3";"0";"1";"47";"370";SERIAL_254;SERIAL;"10";5;0
PERNUM_919;PERNUM;"1";"10";"2";"48";"110";SERIAL_915;SERIAL;"3";5;0
PERNUM_606;PERNUM;"0";"0";"2";"10";"0";SERIAL_601;SERIAL;"3";5;0
PERNUM_1205;PERNUM;"0";"0";"2";"3";"0";SERIAL_1201;SERIAL;"3";4;0
PERNUM_1919;PERNUM;"0";"0";"1";"3";"0";SERIAL_1915;SERIAL;"10";5;0
PERNUM_1820;PERNUM;"3";"0";"1";"55";"390";SERIAL_1818;SERIAL;"2";2;0
PERNUM_2811;PERNUM;"0";"0";"2";"2";"0";SERIAL_2810;SERIAL;"10";3;0
PERNUM_1635;PERNUM;"0";"0";"2";"3";"0";SERIAL_1634;SERIAL;"6";6;0
PERNUM_685;PERNUM;"0";"0";"2";"14";"0";SERIAL_684;SERIAL;"6";11;0
PERNUM_629;PERNUM;"3";"0";"1";"56";"390";SERIAL_627;SERIAL;"6";3;0
PERNUM_2817;PERNUM;"0";"0";"2";"4";"0";SERIAL_2813;SERIAL;"10";6;0
PERNUM_1823;PERNUM;"1";"10";"1";"61";"110";SERIAL_1822;SERIAL;"3";3;0
PERNUM_1761;PERNUM;"0";"0";"2";"0";"0";SERIAL_1760;SERIAL;"10";3;0
PERNUM_3542;PERNUM;"1";"112";"1";"37";"110";SERIAL_3540;SERIAL;"10";2;0
PERNUM_3292;PERNUM;"3";"0";"2";"63";"310";SERIAL_3287;SERIAL;"6";5;0
PERNUM_1386;PERNUM;"1";"60";"1";"30";"110";SERIAL_1384;SERIAL;"3";2;0
PERNUM_3456;PERNUM;"0";"0";"2";"5";"0";SERIAL_3452;SERIAL;"6";5;0
PERNUM_1676;PERNUM;"1";"10";"2";"18";"110";SERIAL_1668;SERIAL;"10";8;0
PERNUM_2339;PERNUM;"1";"10";"1";"21";"110";SERIAL_2338;SERIAL;"10";6;0
PERNUM_148;PERNUM;"3";"0";"1";"15";"330";SERIAL_147;SERIAL;"4";1;0
PERNUM_15;PERNUM;"0";"0";"2";"8";"0";SERIAL_13;SERIAL;"10";7;0
PERNUM_1647;PERNUM;"1";"20";"1";"19";"110";SERIAL_1645;SERIAL;"10";18;0
PERNUM_1743;PERNUM;"1";"50";"1";"39";"110";SERIAL_1742;SERIAL;"10";3;0
PERNUM_2108;PERNUM;"1";"10";"2";"44";"110";SERIAL_2104;SERIAL;"3";8;0
PERNUM_2368;PERNUM;"1";"10";"2";"17";"110";SERIAL_2366;SERIAL;"6";6;0
PERNUM_1178;PERNUM;"1";"10";"1";"26";"110";SERIAL_1176;SERIAL;"4";3;0
PERNUM_2532;PERNUM;"1";"10";"1";"74";"110";SERIAL_2528;SERIAL;"6";6;0
PERNUM_1341;PERNUM;"1";"100";"1";"50";"110";SERIAL_1339;SERIAL;"2";2;0
PERNUM_3500;PERNUM;"0";"0";"1";"14";"0";SERIAL_3495;SERIAL;"6";5;0
PERNUM_1744;PERNUM;"1";"10";"2";"20";"110";SERIAL_1739;SERIAL;"10";5;0
PERNUM_2522;PERNUM;"1";"10";"2";"20";"110";SERIAL_2519;SERIAL;"10";5;0
PERNUM_2798;PERNUM;"1";"112";"1";"32";"110";SERIAL_2795;SERIAL;"10";7;0
PERNUM_2090;PERNUM;"1";"70";"2";"42";"110";SERIAL_2089;SERIAL;"4";2;0
PERNUM_2791;PERNUM;"1";"10";"2";"41";"110";SERIAL_2789;SERIAL;"3";5;0
PERNUM_1097;PERNUM;"1";"10";"1";"15";"110";SERIAL_1095;SERIAL;"3";6;0
PERNUM_1391;PERNUM;"1";"50";"2";"30";"110";SERIAL_10062;SERIAL;"10";5;0
PERNUM_23;PERNUM;"0";"0";"1";"4";"0";SERIAL_22;SERIAL;"3";3;0
PERNUM_3318;PERNUM;"1";"10";"2";"24";"110";SERIAL_3316;SERIAL;"3";4;0
PERNUM_1034;PERNUM;"1";"10";"1";"51";"110";SERIAL_1033;SERIAL;"10";5;0
PERNUM_1959;PERNUM;"1";"112";"2";"29";"110";SERIAL_1958;SERIAL;"3";3;0
PERNUM_3034;PERNUM;"3";"0";"2";"87";"320";SERIAL_3029;SERIAL;"10";5;0
PERNUM_3076;PERNUM;"1";"10";"1";"47";"110";SERIAL_3075;SERIAL;"6";4;0
PERNUM_719;PERNUM;"0";"0";"2";"11";"0";SERIAL_714;SERIAL;"3";5;0
PERNUM_2008;PERNUM;"3";"0";"2";"65";"310";SERIAL_2007;SERIAL;"1";1;0
PERNUM_2130;PERNUM;"0";"0";"2";"10";"0";SERIAL_2129;SERIAL;"3";6;0
PERNUM_3576;PERNUM;"1";"10";"1";"23";"110";SERIAL_3574;SERIAL;"6";5;0
PERNUM_3593;PERNUM;"1";"111";"1";"38";"110";SERIAL_3591;SERIAL;"3";4;0
PERNUM_246;PERNUM;"3";"0";"1";"15";"330";SERIAL_244;SERIAL;"3";4;0
PERNUM_995;PERNUM;"1";"10";"1";"30";"110";SERIAL_994;SERIAL;"2";2;0
PERNUM_664;PERNUM;"1";"10";"2";"28";"110";SERIAL_660;SERIAL;"3";5;0
PERNUM_2879;PERNUM;"3";"0";"1";"17";"330";SERIAL_2873;SERIAL;"10";6;0
PERNUM_2981;PERNUM;"1";"10";"2";"19";"110";SERIAL_2977;SERIAL;"10";7;0
PERNUM_1773;PERNUM;"1";"60";"2";"25";"110";SERIAL_1770;SERIAL;"3";5;0
PERNUM_25;PERNUM;"1";"10";"2";"28";"110";SERIAL_22;SERIAL;"3";3;0
PERNUM_2085;PERNUM;"0";"0";"1";"1";"0";SERIAL_2081;SERIAL;"3";4;0
PERNUM_816;PERNUM;"0";"0";"1";"2";"0";SERIAL_814;SERIAL;"10";5;0
PERNUM_2550;PERNUM;"0";"0";"2";"3";"0";SERIAL_2549;SERIAL;"3";2;0
PERNUM_1171;PERNUM;"1";"10";"2";"28";"110";SERIAL_1169;SERIAL;"3";4;0
PERNUM_1271;PERNUM;"3";"0";"2";"15";"330";SERIAL_1270;SERIAL;"3";3;0
PERNUM_2593;PERNUM;"3";"0";"1";"73";"390";SERIAL_2592;SERIAL;"2";1;0
PERNUM_771;PERNUM;"1";"60";"1";"39";"110";SERIAL_768;SERIAL;"10";4;0
PERNUM_2395;PERNUM;"1";"10";"1";"18";"110";SERIAL_2394;SERIAL;"6";3;0
PERNUM_2550;PERNUM;"1";"70";"2";"27";"110";SERIAL_2547;SERIAL;"10";4;0
PERNUM_3155;PERNUM;"3";"0";"1";"75";"390";SERIAL_3154;SERIAL;"2";2;0
PERNUM_1892;PERNUM;"1";"30";"2";"19";"110";SERIAL_1887;SERIAL;"10";7;0
PERNUM_591;PERNUM;"1";"10";"1";"16";"110";SERIAL_586;SERIAL;"10";7;0
PERNUM_2892;PERNUM;"3";"0";"1";"21";"330";SERIAL_2891;SERIAL;"10";1;0
PERNUM_1353;PERNUM;"3";"0";"1";"78";"390";SERIAL_1349;SERIAL;"10";5;0
PERNUM_1257;PERNUM;"1";"10";"1";"17";"110";SERIAL_1254;SERIAL;"3";3;0
PERNUM_3230;PERNUM;"1";"112";"2";"38";"110";SERIAL_3226;SERIAL;"3";4;0
PERNUM_3132;PERNUM;"1";"111";"2";"27";"110";SERIAL_3131;SERIAL;"2";1;0
PERNUM_1050;PERNUM;"0";"0";"1";"4";"0";SERIAL_1040;SERIAL;"3";10;0
PERNUM_878;PERNUM;"0";"0";"2";"7";"0";SERIAL_873;SERIAL;"10";6;0
PERNUM_1330;PERNUM;"1";"10";"2";"20";"110";SERIAL_1327;SERIAL;"3";3;0
PERNUM_1167;PERNUM;"3";"0";"1";"16";"330";SERIAL_1164;SERIAL;"3";3;0
PERNUM_1757;PERNUM;"1";"10";"2";"49";"110";SERIAL_1753;SERIAL;"10";7;0
PERNUM_3517;PERNUM;"1";"70";"1";"19";"110";SERIAL_3516;SERIAL;"3";4;0
PERNUM_132;PERNUM;"3";"0";"2";"60";"310";SERIAL_131;SERIAL;"10";2;0
PERNUM_2234;PERNUM;"1";"30";"2";"43";"110";SERIAL_2232;SERIAL;"3";3;0
PERNUM_2997;PERNUM;"1";"20";"1";"21";"110";SERIAL_2985;SERIAL;"10";15;0
PERNUM_2324;PERNUM;"0";"0";"2";"10";"0";SERIAL_2321;SERIAL;"10";6;0
PERNUM_1426;PERNUM;"1";"10";"2";"18";"110";SERIAL_10926;SERIAL;"3";3;0
PERNUM_1857;PERNUM;"1";"10";"2";"40";"110";SERIAL_1855;SERIAL;"3";4;0
PERNUM_1835;PERNUM;"0";"0";"1";"9";"0";SERIAL_1833;SERIAL;"3";3;0
PERNUM_2353;PERNUM;"3";"0";"2";"26";"310";SERIAL_2351;SERIAL;"3";3;0
PERNUM_512;PERNUM;"1";"10";"1";"46";"110";SERIAL_510;SERIAL;"6";6;0
PERNUM_1172;PERNUM;"0";"0";"1";"9";"0";SERIAL_1169;SERIAL;"3";4;0
PERNUM_1067;PERNUM;"0";"0";"1";"11";"0";SERIAL_1062;SERIAL;"3";5;0
PERNUM_431;PERNUM;"1";"10";"2";"30";"110";SERIAL_430;SERIAL;"6";5;0
PERNUM_2226;PERNUM;"1";"10";"2";"43";"110";SERIAL_2223;SERIAL;"10";8;0
PERNUM_35;PERNUM;"1";"10";"2";"24";"110";SERIAL_32;SERIAL;"3";3;0
PERNUM_1057;PERNUM;"1";"30";"1";"27";"110";SERIAL_1056;SERIAL;"10";3;0
PERNUM_1343;PERNUM;"1";"10";"1";"25";"110";SERIAL_1338;SERIAL;"10";5;0
PERNUM_3400;PERNUM;"3";"0";"1";"63";"390";SERIAL_3395;SERIAL;"10";5;0
PERNUM_2772;PERNUM;"3";"0";"2";"32";"390";SERIAL_2771;SERIAL;"10";5;0
PERNUM_1841;PERNUM;"1";"10";"1";"41";"110";SERIAL_1839;SERIAL;"6";6;0
PERNUM_1244;PERNUM;"1";"10";"1";"47";"110";SERIAL_1243;SERIAL;"2";1;0
PERNUM_2901;PERNUM;"0";"0";"2";"14";"0";SERIAL_2897;SERIAL;"6";7;0
PERNUM_3218;PERNUM;"0";"0";"1";"7";"0";SERIAL_3211;SERIAL;"6";11;0
PERNUM_1467;PERNUM;"1";"100";"1";"28";"110";SERIAL_1466;SERIAL;"1";1;0
PERNUM_1514;PERNUM;"0";"0";"2";"4";"0";SERIAL_1503;SERIAL;"10";13;0
PERNUM_991;PERNUM;"0";"0";"2";"4";"0";SERIAL_990;SERIAL;"4";3;0
PERNUM_1889;PERNUM;"1";"10";"2";"24";"110";SERIAL_1887;SERIAL;"10";7;0
PERNUM_1826;PERNUM;"1";"112";"2";"50";"110";SERIAL_1824;SERIAL;"10";6;0
PERNUM_715;PERNUM;"0";"0";"2";"5";"0";SERIAL_709;SERIAL;"10";9;0
PERNUM_1324;PERNUM;"0";"0";"1";"4";"0";SERIAL_1319;SERIAL;"3";7;0
PERNUM_3009;PERNUM;"1";"10";"2";"42";"110";SERIAL_3008;SERIAL;"1";1;0
PERNUM_1477;PERNUM;"1";"10";"2";"16";"110";SERIAL_1476;SERIAL;"4";1;0
PERNUM_403;PERNUM;"1";"10";"1";"56";"110";SERIAL_397;SERIAL;"10";6;0
PERNUM_2595;PERNUM;"1";"10";"2";"18";"110";SERIAL_2590;SERIAL;"3";5;0
PERNUM_1466;PERNUM;"0";"0";"2";"10";"0";SERIAL_9301;SERIAL;"3";4;0
PERNUM_784;PERNUM;"1";"10";"1";"41";"110";SERIAL_783;SERIAL;"3";4;0
PERNUM_1863;PERNUM;"1";"10";"2";"29";"110";SERIAL_1862;SERIAL;"10";5;0
PERNUM_3201;PERNUM;"0";"0";"2";"10";"0";SERIAL_3200;SERIAL;"3";6;0
PERNUM_2092;PERNUM;"0";"0";"2";"7";"0";SERIAL_2090;SERIAL;"3";5;0
PERNUM_306;PERNUM;"1";"10";"2";"36";"110";SERIAL_304;SERIAL;"3";2;0
PERNUM_3468;PERNUM;"0";"0";"2";"13";"0";SERIAL_3463;SERIAL;"3";5;0
PERNUM_1470;PERNUM;"1";"30";"1";"44";"110";SERIAL_9698;SERIAL;"3";4;0
PERNUM_2272;PERNUM;"1";"10";"2";"29";"110";SERIAL_2268;SERIAL;"10";5;0
PERNUM_253;PERNUM;"1";"10";"2";"27";"110";SERIAL_250;SERIAL;"6";4;0
PERNUM_1563;PERNUM;"0";"0";"2";"1";"0";SERIAL_1562;SERIAL;"3";3;0
PERNUM_639;PERNUM;"3";"0";"2";"52";"310";SERIAL_637;SERIAL;"10";5;0
PERNUM_395;PERNUM;"1";"10";"1";"26";"110";SERIAL_393;SERIAL;"3";3;0
PERNUM_2619;PERNUM;"0";"0";"1";"1";"0";SERIAL_2618;SERIAL;"3";4;0
PERNUM_3758;PERNUM;"3";"0";"2";"57";"310";SERIAL_3756;SERIAL;"3";3;0
PERNUM_2950;PERNUM;"1";"30";"2";"41";"110";SERIAL_2948;SERIAL;"10";5;0
PERNUM_319;PERNUM;"0";"0";"1";"2";"0";SERIAL_315;SERIAL;"10";4;0
PERNUM_561;PERNUM;"1";"10";"1";"15";"110";SERIAL_558;SERIAL;"3";3;0
PERNUM_2647;PERNUM;"3";"0";"2";"62";"390";SERIAL_2646;SERIAL;"1";1;0
PERNUM_1485;PERNUM;"1";"10";"2";"34";"110";SERIAL_9301;SERIAL;"3";4;0
PERNUM_1849;PERNUM;"0";"0";"1";"5";"0";SERIAL_1848;SERIAL;"3";3;0
PERNUM_1209;PERNUM;"1";"112";"2";"39";"110";SERIAL_1207;SERIAL;"4";2;0
PERNUM_351;PERNUM;"1";"10";"1";"58";"110";SERIAL_349;SERIAL;"4";2;0
PERNUM_3431;PERNUM;"1";"10";"1";"19";"110";SERIAL_3429;SERIAL;"4";2;0
PERNUM_764;PERNUM;"1";"10";"1";"59";"110";SERIAL_762;SERIAL;"2";2;0
PERNUM_141;PERNUM;"1";"10";"1";"40";"110";SERIAL_137;SERIAL;"10";7;0
PERNUM_1024;PERNUM;"3";"0";"2";"18";"330";SERIAL_1022;SERIAL;"10";3;0
PERNUM_253;PERNUM;"1";"60";"1";"27";"110";SERIAL_251;SERIAL;"3";3;0
PERNUM_3568;PERNUM;"1";"100";"1";"58";"110";SERIAL_3567;SERIAL;"10";2;0
PERNUM_254;PERNUM;"1";"60";"1";"53";"110";SERIAL_251;SERIAL;"3";3;0
PERNUM_1748;PERNUM;"0";"0";"1";"6";"0";SERIAL_1745;SERIAL;"3";4;0
PERNUM_139;PERNUM;"1";"10";"2";"35";"110";SERIAL_135;SERIAL;"3";4;0
PERNUM_2940;PERNUM;"1";"10";"2";"44";"110";SERIAL_2934;SERIAL;"10";7;0
PERNUM_416;PERNUM;"1";"20";"1";"22";"110";SERIAL_412;SERIAL;"3";4;0
PERNUM_2554;PERNUM;"1";"30";"1";"19";"110";SERIAL_2551;SERIAL;"3";3;0
PERNUM_1789;PERNUM;"1";"10";"2";"34";"110";SERIAL_1784;SERIAL;"3";5;0
PERNUM_2921;PERNUM;"1";"10";"2";"46";"110";SERIAL_2917;SERIAL;"10";7;0
PERNUM_181;PERNUM;"0";"0";"1";"0";"0";SERIAL_179;SERIAL;"6";6;0
PERNUM_757;PERNUM;"1";"10";"2";"37";"110";SERIAL_751;SERIAL;"3";7;0
PERNUM_849;PERNUM;"1";"10";"1";"15";"110";SERIAL_847;SERIAL;"3";5;0
PERNUM_1885;PERNUM;"0";"0";"2";"11";"0";SERIAL_1882;SERIAL;"6";4;0
PERNUM_456;PERNUM;"1";"60";"1";"26";"110";SERIAL_453;SERIAL;"3";3;0
PERNUM_2232;PERNUM;"3";"0";"2";"28";"310";SERIAL_2228;SERIAL;"10";4;0
PERNUM_2829;PERNUM;"1";"10";"2";"61";"110";SERIAL_2828;SERIAL;"1";1;0
PERNUM_1025;PERNUM;"3";"0";"2";"44";"310";SERIAL_1022;SERIAL;"10";3;0
PERNUM_2112;PERNUM;"1";"10";"1";"29";"110";SERIAL_2109;SERIAL;"6";5;0
PERNUM_2964;PERNUM;"0";"0";"1";"9";"0";SERIAL_2958;SERIAL;"3";7;0
PERNUM_3496;PERNUM;"1";"10";"2";"48";"110";SERIAL_3495;SERIAL;"4";3;0
PERNUM_2425;PERNUM;"1";"10";"2";"69";"110";SERIAL_2422;SERIAL;"10";5;0
PERNUM_1590;PERNUM;"1";"112";"1";"32";"110";SERIAL_1588;SERIAL;"10";7;0
PERNUM_1918;PERNUM;"1";"10";"2";"27";"110";SERIAL_1916;SERIAL;"3";4;0
PERNUM_2220;PERNUM;"1";"10";"2";"36";"110";SERIAL_2215;SERIAL;"4";5;0
PERNUM_1891;PERNUM;"0";"0";"1";"2";"0";SERIAL_1886;SERIAL;"6";5;0
PERNUM_733;PERNUM;"0";"0";"1";"12";"0";SERIAL_730;SERIAL;"3";3;0
PERNUM_1304;PERNUM;"1";"10";"1";"47";"110";SERIAL_1299;SERIAL;"10";5;0
PERNUM_650;PERNUM;"1";"10";"2";"38";"110";SERIAL_648;SERIAL;"2";2;0
PERNUM_72;PERNUM;"1";"113";"2";"52";"110";SERIAL_70;SERIAL;"6";2;0
PERNUM_308;PERNUM;"3";"0";"2";"71";"310";SERIAL_307;SERIAL;"1";1;0
PERNUM_1007;PERNUM;"1";"30";"2";"45";"110";SERIAL_1006;SERIAL;"2";2;0
PERNUM_3195;PERNUM;"1";"10";"2";"44";"110";SERIAL_3192;SERIAL;"3";6;0
PERNUM_1001;PERNUM;"1";"10";"1";"42";"110";SERIAL_1000;SERIAL;"3";4;0
PERNUM_1168;PERNUM;"1";"111";"1";"28";"110";SERIAL_1164;SERIAL;"10";4;0
PERNUM_2801;PERNUM;"0";"0";"1";"13";"0";SERIAL_2796;SERIAL;"10";6;0
PERNUM_3566;PERNUM;"1";"10";"2";"19";"110";SERIAL_3560;SERIAL;"3";6;0
PERNUM_1684;PERNUM;"1";"10";"2";"43";"120";SERIAL_1683;SERIAL;"6";5;0
PERNUM_2674;PERNUM;"0";"0";"1";"12";"0";SERIAL_2673;SERIAL;"6";4;0
PERNUM_549;PERNUM;"1";"30";"2";"25";"110";SERIAL_547;SERIAL;"10";4;0
PERNUM_1536;PERNUM;"1";"10";"1";"45";"110";SERIAL_11908;SERIAL;"3";4;0
PERNUM_3215;PERNUM;"1";"111";"1";"21";"110";SERIAL_3213;SERIAL;"10";2;0
PERNUM_507;PERNUM;"3";"0";"1";"95";"390";SERIAL_504;SERIAL;"6";5;0
PERNUM_2922;PERNUM;"0";"0";"1";"2";"0";SERIAL_2917;SERIAL;"10";7;0
PERNUM_2730;PERNUM;"0";"0";"2";"4";"0";SERIAL_2726;SERIAL;"3";5;0
PERNUM_2219;PERNUM;"0";"0";"2";"4";"0";SERIAL_2215;SERIAL;"4";5;0
PERNUM_1031;PERNUM;"1";"10";"2";"22";"110";SERIAL_1030;SERIAL;"3";3;0
PERNUM_209;PERNUM;"1";"10";"2";"16";"110";SERIAL_208;SERIAL;"10";12;0
PERNUM_1783;PERNUM;"1";"10";"2";"23";"110";SERIAL_1782;SERIAL;"3";3;0
PERNUM_584;PERNUM;"0";"0";"1";"5";"0";SERIAL_580;SERIAL;"10";8;0
PERNUM_1573;PERNUM;"1";"120";"1";"65";"110";SERIAL_1572;SERIAL;"2";2;0
PERNUM_1545;PERNUM;"1";"111";"1";"35";"110";SERIAL_9312;SERIAL;"10";5;0
PERNUM_3612;PERNUM;"0";"0";"2";"6";"0";SERIAL_3607;SERIAL;"6";6;0
PERNUM_3170;PERNUM;"1";"30";"2";"33";"110";SERIAL_3167;SERIAL;"4";5;0
PERNUM_351;PERNUM;"1";"10";"1";"66";"110";SERIAL_345;SERIAL;"10";6;0
PERNUM_2636;PERNUM;"1";"70";"2";"58";"110";SERIAL_2632;SERIAL;"10";4;0
PERNUM_2605;PERNUM;"0";"0";"2";"14";"0";SERIAL_2599;SERIAL;"6";6;0
PERNUM_3265;PERNUM;"1";"60";"2";"55";"110";SERIAL_3263;SERIAL;"6";3;0
PERNUM_1604;PERNUM;"0";"0";"1";"8";"0";SERIAL_1603;SERIAL;"10";5;0
PERNUM_2874;PERNUM;"1";"60";"1";"50";"110";SERIAL_2873;SERIAL;"10";6;0
PERNUM_1796;PERNUM;"0";"0";"1";"14";"0";SERIAL_1793;SERIAL;"6";5;0
PERNUM_2159;PERNUM;"0";"0";"1";"3";"0";SERIAL_2158;SERIAL;"3";3;0
PERNUM_2125;PERNUM;"1";"10";"2";"50";"110";SERIAL_2123;SERIAL;"2";2;0
PERNUM_1047;PERNUM;"3";"0";"1";"19";"330";SERIAL_1046;SERIAL;"10";2;0
PERNUM_2128;PERNUM;"0";"0";"1";"8";"0";SERIAL_2122;SERIAL;"10";8;0
PERNUM_2871;PERNUM;"0";"0";"1";"6";"0";SERIAL_2870;SERIAL;"6";6;0
PERNUM_3225;PERNUM;"0";"0";"1";"7";"0";SERIAL_3223;SERIAL;"6";6;0
PERNUM_1658;PERNUM;"1";"20";"1";"41";"110";SERIAL_1645;SERIAL;"10";18;0
PERNUM_2998;PERNUM;"0";"0";"2";"5";"0";SERIAL_2996;SERIAL;"10";4;0
PERNUM_3396;PERNUM;"1";"100";"1";"26";"110";SERIAL_3394;SERIAL;"3";3;0
PERNUM_2869;PERNUM;"1";"10";"1";"32";"110";SERIAL_2867;SERIAL;"3";4;0
PERNUM_669;PERNUM;"1";"112";"2";"32";"110";SERIAL_667;SERIAL;"3";2;0
PERNUM_2189;PERNUM;"0";"0";"2";"2";"0";SERIAL_2188;SERIAL;"3";2;0
PERNUM_1094;PERNUM;"0";"0";"1";"7";"0";SERIAL_1091;SERIAL;"10";6;0
PERNUM_311;PERNUM;"0";"0";"2";"5";"0";SERIAL_307;SERIAL;"10";4;0
PERNUM_870;PERNUM;"1";"80";"1";"24";"110";SERIAL_869;SERIAL;"1";1;0
PERNUM_1567;PERNUM;"3";"0";"2";"24";"390";SERIAL_1566;SERIAL;"6";8;0
PERNUM_2110;PERNUM;"0";"0";"2";"10";"0";SERIAL_2107;SERIAL;"6";7;0
PERNUM_1938;PERNUM;"0";"0";"1";"14";"0";SERIAL_1935;SERIAL;"3";4;0
PERNUM_1246;PERNUM;"1";"70";"2";"26";"110";SERIAL_1245;SERIAL;"4";2;0
PERNUM_2881;PERNUM;"1";"10";"1";"21";"110";SERIAL_2877;SERIAL;"10";7;0
PERNUM_2833;PERNUM;"1";"10";"1";"40";"110";SERIAL_2830;SERIAL;"3";4;0
PERNUM_2800;PERNUM;"3";"0";"2";"70";"310";SERIAL_2796;SERIAL;"10";6;0
PERNUM_1360;PERNUM;"0";"0";"2";"6";"0";SERIAL_1355;SERIAL;"3";5;0
PERNUM_679;PERNUM;"1";"10";"2";"21";"110";SERIAL_671;SERIAL;"10";9;0
PERNUM_952;PERNUM;"1";"10";"1";"60";"110";SERIAL_950;SERIAL;"2";2;0
